mall,type,shop_category_id,shop_category_name,update_date
TheOne,Shopping,2,Supermarket,2022-01-03
TheOne,Shopping,4,Jewellery & Watches ,2022-01-03
TheOne,Shopping,11,Fashion & Accessories,2022-01-03
TheOne,Shopping,16,Deli & Confectionery ,2022-01-03
TheOne,Dining,28,Food & Beverage ,2022-01-03
TheOne,Shopping,79,Personal Care & Beauty,2022-01-03
TheOne,Shopping,106,Home Furnishings & Gifts,2022-01-03
TheOne,Shopping,107,Entertainment ,2022-01-03
TheOne,Dining,125,The Sky Dining ,2022-01-03
TheOne,Shopping,126,Kid’s Wear & Accessories,2022-01-03
