mall,type,shop_category_id,shop_category_name,update_date
TimeSquare,Shopping,1,Audio-Visual / Computers / Electronics / Home Appliance,2021-12-31
TimeSquare,Shopping,2,Banks / Services,2021-12-31
TimeSquare,Shopping,3,Beauty / Personal Care/ Health Products,2021-12-31
TimeSquare,Shopping,6,Cinema / Entertainment / Music,2021-12-31
TimeSquare,Shopping,8,Department Store / Supermarket / Convenience Store,2021-12-31
TimeSquare,Shopping,10,Gifts / Books / Stationery,2021-12-31
TimeSquare,Shopping,11,Jewelry / Watches / Optical,2021-12-31
TimeSquare,Shopping,12,Ladies' & Men's Fashion,2021-12-31
TimeSquare,Shopping,13,Ladies' Fashion,2021-12-31
TimeSquare,Shopping,14,Leather Goods / Shoes / Bags,2021-12-31
TimeSquare,Shopping,15,Men's Fashion,2021-12-31
TimeSquare,Shopping,17,Sports / Action Wear / Equipment,2021-12-31
TimeSquare,Shopping,18,Home Accessories,2021-12-31
TimeSquare,Shopping,19,Children's Wear / Toys,2021-12-31
TimeSquare,Dining,22,Asian,2021-12-31
TimeSquare,Dining,23,Café/Sweet/Light Meal,2021-12-31
TimeSquare,Dining,24,Chinese,2021-12-31
TimeSquare,Dining,25,Western,2021-12-31
